"","Địa chỉ","Quận","Huyện","Loại hình nhà ở","Giấy tờ pháp lý","Số tầng","Số phòng ngủ","Diện tích","Dài","Rộng","Giá/m2"
"8016","Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Ngọc Thụy","Nhà ngõ, hẻm","Đã có sổ","5","3",24,8,3,95.16
"8017","Đường Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Thạch Bàn","Nhà ngõ, hẻm","Đã có sổ","3","2",32.4,9,3.6,48.44
"8018","Đường Nguyễn Văn Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Thạch Bàn","Nhà ngõ, hẻm","Đã có sổ","5","3",30,8,3.75,85
"8019","Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Xuân Đỉnh","Nhà ngõ, hẻm","Đã có sổ","4","5",36,10,3.6,61.11
"8020","Đường Nguyễn Công Trứ, Phường Văn Quán, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Văn Quán","Nhà ngõ, hẻm","Đã có sổ","5","3",30.375,7.5,4.05,95
"8021","Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Định Công","Nhà mặt phố, mặt tiền","Đã có sổ","3","4",154,22,7,100
"8022","Đường Trần Thái Tông, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Dịch Vọng","Nhà ngõ, hẻm","Đã có sổ","5","6",44,11,4,84.22
"8023","Đường Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Long Biên","Nhà ngõ, hẻm","Đã có sổ","3","3",42,14,3,70.65
"8024","Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Mai Dịch","Nhà ngõ, hẻm","Đã có sổ","6","4",38.08,6.8,5.6,100
"8025","Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Quan Hoa","Nhà mặt phố, mặt tiền","Đã có sổ","5","3",20,10,2,317.5
"8026","Đường Võ Chí Công, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Nghĩa Đô","Nhà ngõ, hẻm","Đã có sổ","5","3",39.984,8.33,4.8,140
"8027","36, Đường Đức Giang, Phường Đức Giang, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Đức Giang","Nhà ngõ, hẻm","Đã có sổ","3","4",100,20,5,41.85
"8028","Đường Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 2","Nhà mặt phố, mặt tiền","Đã có sổ","4","5",60,12,5,101.49
"8029","38, Đường Nguyễn Chính, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Tân Mai","Nhà mặt phố, mặt tiền","Đã có sổ","5","6",60,15,4,125
"8030","12, Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Thụy Khuê","Nhà ngõ, hẻm","Đã có sổ","4","3",36,9,4,57.14
"8031","23, Đường Hoa Bằng, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Yên Hoà","Nhà ngõ, hẻm","Đã có sổ","5","4",30,10,3,114.71
"8032","Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Bạch Mai","Nhà mặt phố, mặt tiền","Đã có sổ","4","3",35,5,7,68.57
"8033","Đường Phúc Diễn, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Phúc Diễn","Nhà mặt phố, mặt tiền","Đã có sổ","2","2",39.2,7,5.6,83.75
"8034","Đường Phú Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Phú Lương","Nhà ngõ, hẻm","Đã có sổ","4","3",36,9,4,47.06
"8035","Đường Đê La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ô Chợ Dừa","Nhà ngõ, hẻm","Đã có sổ","5","3",18,6,3,83.33
"8036","Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Văn Quán","Nhà ngõ, hẻm","Đã có sổ","4","3",36,9,4,67.14
"8037","Tổ 4 Phú Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Phú Lương","Nhà ngõ, hẻm","Đã có sổ","4","3",33,11,3,49.39
"8038","Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Văn Quán","Nhà mặt phố, mặt tiền","Đã có sổ","5","4",40,10,4,86.36
"8039","Đường Trần Quý Kiên, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Dịch Vọng Hậu","Nhà ngõ, hẻm","Đã có sổ","5","4",60,15,4,128.57
"8040","Đường Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Khương Thượng","Nhà ngõ, hẻm","Đã có sổ","5","3",33,11,3,124.29
"8041","Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Quan Hoa","Nhà mặt phố, mặt tiền","Đã có sổ","5","6",49,7,7,120
"8042","1x, Đường Cầu Bươu, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Kiến Hưng","Nhà phố liền kề","Đã có sổ","5","6",75,15,5,96
"8043","Đường Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà mặt phố, mặt tiền","Đã có sổ","5","3",30,10,3,77.27
"8045","Đường Phan Đình Phùng, Phường Quán Thánh, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Quán Thánh","Nhà ngõ, hẻm","Đã có sổ","4","4",36,9,4,102.86
"8047","Đường Tư Đình, Phường Long Biên, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Long Biên","Nhà ngõ, hẻm","Đã có sổ","5","5",50,5,10,70
"8048","Đường Bát Khối, Phường Thạch Bàn, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Thạch Bàn","Nhà ngõ, hẻm","Đã có sổ","5","4",50.31,7.8,6.45,74.36
"8049","Đường Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Ngọc Lâm","Nhà ngõ, hẻm","Đã có sổ","4","3",30,10,3,64.29
"8050","Đường Kim Ngưu, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Minh Khai","Nhà ngõ, hẻm","Đã có sổ","4","4",48,12,4,74
"8051","Đường Nguyễn Phong Sắc, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Nghĩa Tân","Nhà ngõ, hẻm","Đã có sổ","4","3",32,4,8,151.43
"8053","Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ","5","3",34,8.5,4,98.53
"8054","Đường Đội Cấn, Phường Cống Vị, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Cống Vị","Nhà ngõ, hẻm","Đã có sổ","4","3",54,9,6,75
"8056","Đường Phú Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Phú Lương","Nhà ngõ, hẻm","Đã có sổ","4","4",35,7,5,46.05
"8057","Đường Trương Định, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Thịnh Liệt","Nhà ngõ, hẻm","Đã có sổ","5","3",65,13,5,107.69
"8058","Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Mỹ Đình 1","Nhà ngõ, hẻm","Đã có sổ","5","4",44,11,4,87.78
"8059","Đường Nguyễn Trãi, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Thanh Xuân Bắc","Nhà mặt phố, mặt tiền","Đã có sổ","2","2",40,8,5,76.19
"8060","Đường Nguyễn Lương Bằng, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Ngã Tư Sở","Nhà mặt phố, mặt tiền","Đã có sổ","4","3",32,8,4,118.33
"8061","Đường Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà ngõ, hẻm","Đã có sổ","4","3",50,10,5,130.23
"8062","Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Mộ Lao","Nhà mặt phố, mặt tiền","Đã có sổ","4","3",36,12,3,105.41
"8063","Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà ngõ, hẻm","Đã có sổ","5","4",36,9,4,74.29
"8064","Đường Nước Phần Lan, Phường Tứ Liên, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Tứ Liên","Nhà mặt phố, mặt tiền","Đã có sổ","4","4",50,10,5,154.76
"8065","Đường Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Mai","Nhà mặt phố, mặt tiền","Đã có sổ","4","4",60,15,4,147.62
"8066","Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Thụy Khuê","Nhà ngõ, hẻm","Đã có sổ","3","3",62.4,12,5.2,138.1
"8067","12/23, Đường Phúc Lý, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Minh Khai","Nhà ngõ, hẻm","Đã có sổ","2","2",32,8,4,51.56
"8068","Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Đội Cấn","Nhà ngõ, hẻm","Đã có sổ","5","6",48,12,4,104.17
"8069","Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Đình","Nhà ngõ, hẻm","Đã có sổ","4","2",40,8,5,67.5
"8070","Đường Nguyên Hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Láng Hạ","Nhà mặt phố, mặt tiền","Đã có sổ","4","4",44,11,4,200
"8071","Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Nghĩa Đô","Nhà ngõ, hẻm","Đã có sổ","5","4",50,10,5,130
"8072","Đường Trương Định, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Thịnh Liệt","Nhà phố liền kề","Đã có sổ","5","4",45,9,5,97.87
"8073","Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Xuân La","Nhà ngõ, hẻm","Đã có sổ","3","3",25,5,5,67.31
"8074","Đường An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Phú Thượng","Nhà ngõ, hẻm","Đã có sổ","3","3",60,12,5,72.22
"8075","đường Trần Hữu Dực, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Phương Canh","Nhà ngõ, hẻm","Đã có sổ","3","3",32,8,4,49.39
"8076","Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội","Quận Đống Đa","Phường Trung Liệt","Nhà ngõ, hẻm","Đã có sổ","6","4",40,10,4,201.92
"8077","Đường Long Biên, Phường Gia Thụy, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Gia Thụy","Nhà mặt phố, mặt tiền","Đã có sổ","2","2",429,13,33,202.38
"8078","Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Ngọc Thụy","Nhà ngõ, hẻm","Đã có sổ","5","6",42,12,3.5,78.57
"8079","Đường Hồng Mai, Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Quỳnh Lôi","Nhà ngõ, hẻm","Đã có sổ","4","4",27,9,3,133.33
"8080","Đường Dịch Vọng, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Dịch Vọng Hậu","Nhà ngõ, hẻm","Đã có sổ","5","4",60,15,4,180
"8081","Lô đất B4, Lô đất B4 Đường Nam Trung Yên, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Trung Hoà","Nhà phố liền kề","Đã có sổ","5","4",120,20,6,225
"8082","Đường Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Khương Trung","Nhà mặt phố, mặt tiền","Đã có sổ","5","3",35,10,3.5,74.29
"8083","Đường Tô Hiến Thành, Phường Ngô Thì Nhậm, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Ngô Thì Nhậm","Nhà ngõ, hẻm","Đã có sổ","3","2",21,7,3,105
"8084","Đường Linh Lang, Phường Đội Cấn, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Đội Cấn","Nhà mặt phố, mặt tiền","Đã có sổ","5","4",48,8,6,271.74
"8085","Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Xuân La","Nhà ngõ, hẻm","Đã có sổ","5","6",50,10,5,93.75
"8086","Đường Linh Lang, Phường Cống Vị, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Cống Vị","Nhà biệt thự","Đã có sổ","3","4",84,14,6,132.5
"8087","Đường Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Vĩnh Phúc","Nhà mặt phố, mặt tiền","Đã có sổ","5","4",40,8,5,102.38
"8088","Đường Nguyễn Khang, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Trung Hoà","Nhà mặt phố, mặt tiền","Đã có sổ","5","4",43.4,7,6.2,137.21
"8089","Đường Vệ Hồ, Phường Xuân La, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Xuân La","Nhà ngõ, hẻm","Đã có sổ","5","6",50,10,5,100
"8090","Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Xuân La","Nhà ngõ, hẻm","Đã có sổ","5","6",50,10,5,100
"8091","Đường Vạn Phúc, Phường Liễu Giai, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Liễu Giai","Nhà mặt phố, mặt tiền","Đã có sổ","6","8",28,7,4,262.22
"8092","Đường Giải Phóng, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Trương Định","Nhà ngõ, hẻm","Đang chờ sổ","5","6",65,13,5,55.38
"8094","lô đất CT 02A KĐT Ciputra, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội, Phường Phú Thượng, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Phú Thượng","Nhà biệt thự","Đang chờ sổ","5","4",462.8,17.8,26,232.93
"8095","Hồ Tùng Mậu, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Dịch Vọng","Nhà ngõ, hẻm","Đã có sổ","7","5",44,11,4,160
"8096","Đường Giáp Bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Giáp Bát","Nhà ngõ, hẻm","Đã có sổ","5","3",27,9,3,70.59
"8097","45 Hoà Mã, 45 Hoà Mã, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Phạm Đình Hổ","Nhà mặt phố, mặt tiền","Đã có sổ","6","10",100,25,4,789.47
"8098","Đường Trương Định, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Tân Mai","Nhà ngõ, hẻm","Đã có sổ","5","3",30,10,3,71.43
"8100","Đường Liễu Giai, Phường Liễu Giai, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Liễu Giai","Nhà ngõ, hẻm","Đã có sổ","5","3",36,9,4,187.5
"8101","Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội","Quận Bắc Từ Liêm","Phường Phú Diễn","Nhà ngõ, hẻm","Giấy tờ khác","6","6",36,12,3,52.38
"8102","Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Xuân La","Nhà ngõ, hẻm","Đã có sổ","3","3",53,10,5.3,67.31
"8103","Đường Quang Tiến, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội","Quận Nam Từ Liêm","Phường Đại Mỗ","Nhà mặt phố, mặt tiền","Đã có sổ","5","5",42,14,3,104.44
"8104","Đường Mai Động, Phường Mai Động, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Mai Động","Nhà ngõ, hẻm","Đã có sổ","5","4",36,9,4,78.75
"8105","Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội","Quận Tây Hồ","Phường Bưởi","Nhà ngõ, hẻm","Đã có sổ","4","2",23.8,7,3.4,113.64
"8106","Đường Hồng Hà, Phường Phúc Xá, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Phúc Xá","Nhà mặt phố, mặt tiền","Đã có sổ","6","2",30,10,3,220
"8107","Đường Đội Cấn, Phường Liễu Giai, Quận Ba Đình, Hà Nội","Quận Ba Đình","Phường Liễu Giai","Nhà ngõ, hẻm","Đã có sổ","5","5",40,10,4,82.5
"8108","126, Đường Trường Chinh, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội","Quận Thanh Xuân","Phường Phương Liệt","Nhà ngõ, hẻm","Đã có sổ","3","3",42.84,11.9,3.6,109.3
"8109","66, Đường Linh Đàm, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội","Quận Hoàng Mai","Phường Lĩnh Nam","Nhà ngõ, hẻm","Đã có sổ","5","3",34,10,3.4,95
"8110","Khu đô thị Văn Khê, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà phố liền kề","Đã có sổ","5","4",52,13,4,109.62
"8111","Đường Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội","Quận Hai Bà Trưng","Phường Đống Mác","Nhà mặt phố, mặt tiền","Đã có sổ","3","5",70,14,5,139.73
"8112","Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Nghĩa Tân","Nhà mặt phố, mặt tiền","Đã có sổ","5","6",36,9,4,186.11
"8113","Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Nghĩa Tân","Nhà ngõ, hẻm","Đã có sổ","5","6",50,10,5,130
"8114","nhà đa sĩ, Đường Đa Sĩ, Phường Hà Cầu, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Hà Cầu","Nhà ngõ, hẻm","Đã có sổ","4","3",32,8,4,74.29
"8115","Đường Nguyễn Văn Linh, Phường Gia Thụy, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Gia Thụy","Nhà mặt phố, mặt tiền","Đã có sổ","3","3",72,18,4,95.68
"8116","ngõ 36 lê trọng tấn hà đông, Phường La Khê, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường La Khê","Nhà ngõ, hẻm","Đã có sổ","4","3",32,8,4,79
"8117","Tổ 5 yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Yên Nghĩa","Nhà ngõ, hẻm","Đã có sổ","4","4",33,11,3,55.15
"8118","Đường Bát Khối, Phường Cự Khối, Quận Long Biên, Hà Nội","Quận Long Biên","Phường Cự Khối","Nhà ngõ, hẻm","Đã có sổ","4","3",32,8,4,58.33
"8119","Phú Lương - Hà Đông - Hà Nội, Phường Phú Lương, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Phú Lương","Nhà ngõ, hẻm","Đã có sổ","3","3",44.4,12,3.7,41.11
"8120","Đường Nguyễn Thái Học||1837, Phường Yết Kiêu, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Yết Kiêu","Nhà mặt phố, mặt tiền","Đã có sổ","3","3",42,14,3,76
"8121","68, Đường Chiến Thắng, Phường Mộ Lao, Quận Hà Đông, Hà Nội","Quận Hà Đông","Phường Mộ Lao","Nhà phố liền kề","Đã có sổ","6","4",30,10,3,93.33
"8122","Đường Phạm Tuấn Tài, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","Quận Cầu Giấy","Phường Nghĩa Đô","Nhà ngõ, hẻm","Đã có sổ","5","4",50,10,5,170
